Organization: KDE
"name","html_url","languages_url","pushed_at","created_at","updated_at","language","has_issues","archived","open_issues_count","topics"
"jnosql-artemis","https://github.com/eclipse/jnosql-artemis","https://api.github.com/repos/eclipse/jnosql-artemis/languages","2019-02-11T19:11:07Z","2016-09-07T08:40:44Z","2023-01-28T19:03:32Z","Java",false,true,6,"[""artemis"",""cdi"",""connect-nosql-databases"",""diana"",""jnosql"",""nosql""]"

Organization: PSF
"name","html_url","languages_url","pushed_at","created_at","updated_at","language","has_issues","archived","open_issues_count","topics"
"requests","https://github.com/psf/requests","https://api.github.com/repos/psf/requests/languages","2024-12-23T16:06:01Z","2011-02-13T18:38:17Z","2024-12-24T14:12:46Z","Python",true,false,258,"[""client"",""cookies"",""forhumans"",""http"",""humans"",""python"",""python-requests"",""requests""]"
"cachecontrol","https://github.com/psf/cachecontrol","https://api.github.com/repos/psf/cachecontrol/languages","2024-12-24T16:26:25Z","2013-06-18T05:55:43Z","2024-12-23T19:15:18Z","Python",true,false,33,"[]"
"pyperf","https://github.com/psf/pyperf","https://api.github.com/repos/psf/pyperf/languages","2024-12-19T16:52:02Z","2016-06-01T13:25:17Z","2024-12-19T16:52:07Z","Python",true,false,33,"[""benchmarking"",""python""]"
"elections","https://github.com/psf/elections","https://api.github.com/repos/psf/elections/languages","2024-06-27T14:08:23Z","2017-05-25T13:42:34Z","2024-10-14T19:36:27Z","Python",true,false,1,"[""elections"",""helios"",""python""]"
"requests-html","https://github.com/psf/requests-html","https://api.github.com/repos/psf/requests-html/languages","2024-04-16T18:50:38Z","2018-02-24T20:11:02Z","2024-12-24T09:53:48Z","Python",true,false,229,"[""beautifulsoup"",""css-selectors"",""html"",""http"",""kennethreitz"",""lxml"",""pyquery"",""python"",""requests"",""scraping""]"
"black","https://github.com/psf/black","https://api.github.com/repos/psf/black/languages","2024-12-23T18:46:25Z","2018-03-14T19:54:45Z","2024-12-24T16:05:30Z","Python",true,false,386,"[""autopep8"",""code"",""codeformatter"",""formatter"",""gofmt"",""hacktoberfest"",""pre-commit-hook"",""python"",""yapf""]"
"psf-tuf-runbook","https://github.com/psf/psf-tuf-runbook","https://api.github.com/repos/psf/psf-tuf-runbook/languages","2022-06-07T17:35:19Z","2020-03-20T17:34:10Z","2024-08-18T07:21:43Z","Rust",true,false,6,"[]"
"fundable-packaging-improvements","https://github.com/psf/fundable-packaging-improvements","https://api.github.com/repos/psf/fundable-packaging-improvements/languages","2023-02-27T19:33:44Z","2020-06-02T21:28:46Z","2024-12-20T23:22:04Z",,true,false,21,"[]"
"project-funding-wg","https://github.com/psf/project-funding-wg","https://api.github.com/repos/psf/project-funding-wg/languages","2021-05-20T21:19:56Z","2020-06-15T17:22:25Z","2023-11-06T18:15:08Z",,true,false,7,"[]"
"bpo-django-gae2django","https://github.com/psf/bpo-django-gae2django","https://api.github.com/repos/psf/bpo-django-gae2django/languages","2020-06-30T22:31:46Z","2020-06-30T21:33:05Z","2023-03-03T20:23:11Z","Python",true,false,1,"[]"
"python-in-edu","https://github.com/psf/python-in-edu","https://api.github.com/repos/psf/python-in-edu/languages","2023-08-20T09:22:16Z","2020-09-08T02:08:18Z","2024-06-09T06:10:15Z","Python",true,false,42,"[""education""]"
"gh-migration","https://github.com/psf/gh-migration","https://api.github.com/repos/psf/gh-migration/languages","2022-09-11T00:29:06Z","2020-09-24T14:42:00Z","2024-09-12T09:52:27Z",,true,false,9,"[]"
"pycon-us-mobile","https://github.com/psf/pycon-us-mobile","https://api.github.com/repos/psf/pycon-us-mobile/languages","2024-05-18T16:59:46Z","2023-03-26T06:16:00Z","2024-08-25T09:39:51Z","TypeScript",true,false,19,"[]"
"policies","https://github.com/psf/policies","https://api.github.com/repos/psf/policies/languages","2024-12-10T20:13:08Z","2023-05-03T12:49:36Z","2024-12-10T20:13:12Z","Dockerfile",true,false,4,"[]"
"httpbin","https://github.com/psf/httpbin","https://api.github.com/repos/psf/httpbin/languages","2024-08-08T18:31:13Z","2023-07-10T15:27:38Z","2024-12-05T16:11:10Z","Python",true,false,15,"[]"

Organization: openmf
"name","html_url","languages_url","pushed_at","created_at","updated_at","language","has_issues","archived","open_issues_count","topics"
"mifosx","https://github.com/openMF/mifosx","https://api.github.com/repos/openMF/mifosx/languages","2019-02-04T14:24:46Z","2012-04-20T09:31:01Z","2024-12-14T22:15:15Z","Java",true,true,1,"[]"
"mifosx-community-apps","https://github.com/openMF/mifosx-community-apps","https://api.github.com/repos/openMF/mifosx-community-apps/languages","2024-03-01T23:37:51Z","2012-07-03T07:58:17Z","2023-10-24T15:07:47Z","JavaScript",true,false,1,"[]"
"move-to-mifosx","https://github.com/openMF/move-to-mifosx","https://api.github.com/repos/openMF/move-to-mifosx/languages","2023-12-15T05:25:53Z","2013-01-08T11:09:37Z","2014-07-03T05:36:36Z","Shell",true,false,1,"[]"
"community-app","https://github.com/openMF/community-app","https://api.github.com/repos/openMF/community-app/languages","2024-11-27T01:21:46Z","2013-05-21T09:09:38Z","2024-12-20T20:37:48Z","HTML",true,false,326,"[""hacktoberfest""]"
"DataImportTool","https://github.com/openMF/DataImportTool","https://api.github.com/repos/openMF/DataImportTool/languages","2023-12-15T17:57:57Z","2013-12-02T09:22:43Z","2024-04-09T12:52:09Z","Java",true,false,16,"[]"
"android-client","https://github.com/openMF/android-client","https://api.github.com/repos/openMF/android-client/languages","2024-12-23T22:45:04Z","2014-04-17T02:35:44Z","2024-12-24T12:08:54Z","Kotlin",true,false,191,"[""android-application"",""fineract-sdk"",""hilt"",""integration-testing"",""kotlin"",""mifosx"",""mifosx-platform"",""mobile-banking"",""mvvm"",""navigation-component"",""retrofit-2"",""unit-testing"",""viewbinding""]"
"mifosx-api","https://github.com/openMF/mifosx-api","https://api.github.com/repos/openMF/mifosx-api/languages","2023-12-15T20:34:26Z","2014-08-13T15:46:17Z","2017-05-13T21:42:54Z","Java",true,false,1,"[]"
"mifosX-PGS_v2","https://github.com/openMF/mifosX-PGS_v2","https://api.github.com/repos/openMF/mifosX-PGS_v2/languages","2023-12-15T14:28:31Z","2014-09-04T01:43:48Z","2017-08-31T15:25:40Z","Java",true,false,1,"[]"
"mifosX-Android-PGS_v2","https://github.com/openMF/mifosX-Android-PGS_v2","https://api.github.com/repos/openMF/mifosX-Android-PGS_v2/languages","2023-12-15T17:29:17Z","2014-09-04T01:51:30Z","2017-08-31T15:25:49Z","Java",true,false,2,"[]"
"collection-sheet-app","https://github.com/openMF/collection-sheet-app","https://api.github.com/repos/openMF/collection-sheet-app/languages","2024-03-02T11:15:58Z","2014-12-03T15:58:25Z","2014-12-16T14:14:27Z","JavaScript",true,false,1,"[]"
"mifosx-packager","https://github.com/openMF/mifosx-packager","https://api.github.com/repos/openMF/mifosx-packager/languages","2023-12-15T08:18:35Z","2015-06-22T05:54:17Z","2021-03-20T07:08:04Z","Shell",true,false,1,"[]"
"mifosx-admin","https://github.com/openMF/mifosx-admin","https://api.github.com/repos/openMF/mifosx-admin/languages","2023-12-15T17:44:12Z","2015-08-05T12:06:01Z","2024-02-28T07:46:26Z","Java",true,false,2,"[]"
"stellar-connector","https://github.com/openMF/stellar-connector","https://api.github.com/repos/openMF/stellar-connector/languages","2023-12-15T17:26:45Z","2015-12-03T14:38:11Z","2023-09-24T02:57:00Z","Java",true,false,3,"[]"
"ppi-uploader","https://github.com/openMF/ppi-uploader","https://api.github.com/repos/openMF/ppi-uploader/languages","2023-12-15T14:52:48Z","2016-01-19T08:04:15Z","2017-01-15T08:42:00Z","Java",true,false,17,"[]"
"upi-java-sdk","https://github.com/openMF/upi-java-sdk","https://api.github.com/repos/openMF/upi-java-sdk/languages","2023-12-15T02:14:33Z","2016-03-11T08:54:25Z","2022-09-20T03:13:59Z",,true,false,1,"[]"
"egalite-android-app","https://github.com/openMF/egalite-android-app","https://api.github.com/repos/openMF/egalite-android-app/languages","2024-03-02T11:36:41Z","2016-03-23T15:35:12Z","2018-10-14T14:05:26Z","Java",true,false,2,"[]"
"egalite-web-service","https://github.com/openMF/egalite-web-service","https://api.github.com/repos/openMF/egalite-web-service/languages","2023-12-15T20:11:24Z","2016-03-23T15:35:48Z","2020-06-03T20:18:16Z","Java",true,false,2,"[]"
"mifos-mobile","https://github.com/openMF/mifos-mobile","https://api.github.com/repos/openMF/mifos-mobile/languages","2024-12-24T17:15:18Z","2016-05-24T21:51:53Z","2024-12-24T17:15:23Z","Kotlin",true,false,132,"[""android-application"",""hilt-dependency-injection"",""jetpack-compose"",""kotlin"",""kotlin-flows"",""mifosx"",""mvvm-architecture""]"
"mifosx-e2e-testing","https://github.com/openMF/mifosx-e2e-testing","https://api.github.com/repos/openMF/mifosx-e2e-testing/languages","2023-12-15T05:27:17Z","2016-09-16T06:41:43Z","2023-09-24T02:58:33Z","Java",true,false,1,"[]"
"message-gateway","https://github.com/openMF/message-gateway","https://api.github.com/repos/openMF/message-gateway/languages","2024-10-29T07:22:10Z","2016-10-28T05:19:48Z","2024-08-13T14:12:00Z","Java",true,false,22,"[]"
"web-self-service-app","https://github.com/openMF/web-self-service-app","https://api.github.com/repos/openMF/web-self-service-app/languages","2023-12-15T02:33:46Z","2016-11-22T17:59:01Z","2023-10-25T07:01:22Z","HTML",true,false,51,"[]"
"mobile-money-module","https://github.com/openMF/mobile-money-module","https://api.github.com/repos/openMF/mobile-money-module/languages","2017-06-14T16:39:20Z","2016-11-25T09:38:57Z","2023-01-28T18:48:39Z","CSS",true,true,3,"[]"
"ussd-app","https://github.com/openMF/ussd-app","https://api.github.com/repos/openMF/ussd-app/languages","2023-12-15T17:49:28Z","2017-01-04T17:02:51Z","2023-10-28T15:02:49Z","Java",true,false,2,"[]"
"Fineract-CN-mobile","https://github.com/openMF/Fineract-CN-mobile","https://api.github.com/repos/openMF/Fineract-CN-mobile/languages","2023-12-15T14:40:54Z","2017-03-14T11:53:33Z","2019-03-26T15:52:11Z","Java",true,false,72,"[""android"",""butterknife"",""dagger2"",""fineract"",""integration-testing"",""mvp"",""mvp-architecture"",""retrofit2"",""retrofit2-rxjava"",""rxandroid"",""rxjava"",""support-library"",""unit-testing""]"
"mifos-payment-gateway","https://github.com/openMF/mifos-payment-gateway","https://api.github.com/repos/openMF/mifos-payment-gateway/languages","2018-01-26T06:12:28Z","2017-06-15T17:55:16Z","2023-01-28T18:48:41Z","Java",true,true,3,"[""digital-payments"",""mifos-platform""]"
"mobile-wallet","https://github.com/openMF/mobile-wallet","https://api.github.com/repos/openMF/mobile-wallet/languages","2024-12-24T11:37:47Z","2017-06-16T17:22:57Z","2024-12-24T11:37:51Z","Kotlin",true,false,105,"[""android"",""cmp"",""compose-multiplatform"",""compose-multiplatform-sample"",""fineract"",""hacktoberfest"",""kmm"",""kmp"",""kotlin"",""kotlin-multiplatform"",""kotlin-multiplatform-mobile"",""kotlin-multiplatform-sample"",""wallet""]"
"Mifos-Mockups","https://github.com/openMF/Mifos-Mockups","https://api.github.com/repos/openMF/Mifos-Mockups/languages","2023-12-15T02:28:28Z","2017-09-09T07:53:34Z","2023-02-20T16:31:37Z",,true,false,10,"[""android-client"",""material-design"",""mifos"",""mifosio"",""self-service"",""sketch""]"

